,EDAD,GENERO,RESIDENCIA,NV_ESTUDIO,ESTUDIO_PREV,TRACK_DH,AVG_DH,MINUTES_DH,EXPERIENCIA,DIAS_EMP
5450,30.0,MASCULINO,ARGENTINA,TERTIARY,MARKETING,,,,10.1,91.0
5451,32.0,FEMENINO,ARGENTINA,UNIVERSITARY,BUSINESS,DATA,,5199.4,,97.0
5452,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.2,4278.1,15.8,87.0
5453,39.0,FEMENINO,ARGENTINA,POST_GRADUATE,ENGINEERING,,3.1,4068.1,24.2,98.0
5454,,FEMENINO,ARGENTINA,,MARKETING,,3.6,4650.9,15.6,99.0
5455,27.0,MASCULINO,BRAZIL,TERTIARY,ENGINEERING,DATA,3.0,3897.6,,87.0
5456,32.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,DATA,2.9,3589.6,13.5,86.0
5457,32.0,FEMENINO,,TERTIARY,DEVELOPMENT,DATA,3.9,4702.1,14.1,97.0
5458,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.1,4132.9,15.1,85.0
5459,,,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.7,4648.8,27.7,92.0
5460,36.0,FEMENINO,MEXICO,,MARKETING,EJECUTIVO,4.0,4736.4,20.6,105.0
5461,31.0,MASCULINO,MEXICO,POST_GRADUATE,BUSINESS,,3.7,4619.9,10.3,90.0
5462,44.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,,3.5,,29.7,101.0
5463,38.0,,BRAZIL,UNIVERSITARY,ENGINEERING,MARKETING,3.9,4614.0,22.0,89.0
5464,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,EJECUTIVO,4.2,4945.7,,86.0
5465,31.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4090.0,12.8,95.0
5466,,MASCULINO,,TERTIARY,COMMERCIAL,PROGRAMACION,3.4,4515.9,15.5,90.0
5467,26.0,FEMENINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.7,4653.2,4.7,96.0
5468,34.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.4,4486.3,15.8,88.0
5469,32.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,PROGRAMACION,3.8,,14.0,83.0
5470,,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,,4577.0,13.1,87.0
5471,35.0,MASCULINO,BRAZIL,,COMMERCIAL,DATA,3.2,4265.0,19.4,88.0
5472,42.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.9,4725.3,26.9,90.0
5473,28.0,FEMENINO,BRAZIL,UNIVERSITARY,BUSINESS,PROGRAMACION,,4459.4,7.1,94.0
5474,29.0,FEMENINO,ARGENTINA,UNIVERSITARY,,DATA,3.4,4491.3,9.7,99.0
5475,37.0,FEMENINO,BRAZIL,TERTIARY,ENGINEERING,PROGRAMACION,3.9,,20.3,100.0
5476,35.0,,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,2.8,,16.8,98.0
5477,37.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.8,4615.6,22.0,101.0
5478,32.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.5,4532.4,12.6,94.0
5479,32.0,MASCULINO,ARGENTINA,,COMMERCIAL,PROGRAMACION,4.0,4632.8,,85.0
5480,33.0,,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,3.3,4346.4,,98.0
5481,26.0,FEMENINO,BRAZIL,,COMMERCIAL,DATA,3.6,,3.1,97.0
5482,34.0,FEMENINO,ARGENTINA,TERTIARY,,,3.6,4535.1,,98.0
5483,39.0,MASCULINO,,TERTIARY,,DATA,,4635.2,23.4,90.0
5484,31.0,MASCULINO,BRAZIL,,MARKETING,PROGRAMACION,,4705.9,10.7,88.0
5485,39.0,FEMENINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,4.2,4893.1,22.4,102.0
5486,40.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.8,4750.7,24.3,90.0
5487,,FEMENINO,ARGENTINA,TERTIARY,COMMERCIAL,DATA,3.2,4248.5,9.8,100.0
5488,,FEMENINO,ARGENTINA,POST_GRADUATE,ENGINEERING,,3.7,4743.4,13.9,94.0
5489,35.0,FEMENINO,ARGENTINA,POST_GRADUATE,DEVELOPMENT,,3.8,4600.4,18.9,99.0
5490,37.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,DATA,3.2,4286.2,20.4,91.0
5491,28.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.7,,8.1,83.0
5492,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.8,4663.6,14.8,85.0
5493,26.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,3.7,4716.0,3.8,85.0
5494,30.0,MASCULINO,ARGENTINA,TERTIARY,,PROGRAMACION,3.6,4618.3,,85.0
5495,25.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,DATA,,4722.5,2.6,85.0
5496,28.0,MASCULINO,BRAZIL,TERTIARY,COMMERCIAL,DATA,3.2,4395.0,8.2,87.0
5497,,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,DATA,3.4,4611.6,10.5,85.0
5498,27.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,DATA,,4572.0,6.6,81.0
5499,31.0,MASCULINO,BRAZIL,POST_GRADUATE,,DATA,4.3,5021.4,11.4,84.0
5500,34.0,MASCULINO,ARGENTINA,,DEVELOPMENT,DATA,3.3,4445.5,15.7,92.0
5501,30.0,MASCULINO,ARGENTINA,,COMMERCIAL,EJECUTIVO,3.5,4524.8,11.2,83.0
5502,35.0,FEMENINO,,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.8,,18.6,94.0
5503,33.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,MARKETING,,4510.6,,85.0
5504,27.0,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4126.4,6.6,83.0
5505,36.0,MASCULINO,BRAZIL,TERTIARY,DEVELOPMENT,PROGRAMACION,3.3,4345.8,19.9,90.0
5506,30.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,4.1,4725.9,,84.0
5507,35.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,,4608.3,16.8,87.0
5508,38.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4515.5,22.5,89.0
5509,,,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4677.1,12.2,85.0
5510,27.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,4.3,5078.3,5.3,83.0
5511,26.0,FEMENINO,BRAZIL,TERTIARY,DEVELOPMENT,PROGRAMACION,3.3,4399.8,,95.0
5512,32.0,MASCULINO,,UNIVERSITARY,DEVELOPMENT,MARKETING,,3858.8,12.7,87.0
5513,36.0,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.5,4535.6,19.4,99.0
5514,,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4568.4,16.3,95.0
5515,35.0,,BRAZIL,TERTIARY,DEVELOPMENT,PROGRAMACION,3.7,4553.2,16.1,99.0
5516,30.0,FEMENINO,ARGENTINA,POST_GRADUATE,DEVELOPMENT,EJECUTIVO,3.1,4154.8,10.6,94.0
5517,37.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.2,,19.9,98.0
5518,30.0,FEMENINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,EJECUTIVO,4.1,4821.7,8.6,96.0
5519,,MASCULINO,,POST_GRADUATE,ENGINEERING,PROGRAMACION,3.6,4617.7,5.6,84.0
5520,34.0,FEMENINO,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,3.7,4700.6,16.2,96.0
5521,31.0,MASCULINO,ARGENTINA,,COMMERCIAL,,3.8,4587.5,12.4,88.0
5522,30.0,FEMENINO,BRAZIL,TERTIARY,DEVELOPMENT,EJECUTIVO,3.7,4629.1,9.0,100.0
5523,36.0,MASCULINO,MEXICO,TERTIARY,ENGINEERING,,2.8,3281.3,20.3,91.0
5524,30.0,,MEXICO,UNIVERSITARY,,DATA,,4346.0,9.9,95.0
5525,26.0,MASCULINO,BRAZIL,UNIVERSITARY,,DATA,3.6,4570.1,4.8,84.0
5526,29.0,FEMENINO,ARGENTINA,,ENGINEERING,DATA,3.3,4355.0,8.5,95.0
5527,36.0,FEMENINO,,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4589.7,17.8,101.0
5528,38.0,FEMENINO,BRAZIL,POST_GRADUATE,,DATA,3.7,4554.3,21.2,98.0
5529,36.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,DATA,3.9,4656.8,20.0,86.0
5530,35.0,,,TERTIARY,,DATA,3.4,4451.2,18.2,92.0
5531,23.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,,3.6,4642.2,0.6,86.0
5532,31.0,FEMENINO,MEXICO,TERTIARY,ENGINEERING,DATA,3.4,4476.5,12.8,100.0
5533,39.0,MASCULINO,BRAZIL,TERTIARY,COMMERCIAL,,,4027.8,23.9,92.0
5534,32.0,MASCULINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.7,,12.7,87.0
5535,38.0,FEMENINO,,TERTIARY,ENGINEERING,PROGRAMACION,4.0,4665.9,22.7,102.0
5536,,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.6,4614.9,16.6,88.0
5537,36.0,MASCULINO,MEXICO,,,DATA,4.3,5125.8,18.2,90.0
5538,40.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,DATA,3.8,4681.8,26.1,90.0
5539,40.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.5,4581.5,25.4,87.0
5540,39.0,FEMENINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,4.1,4753.0,,100.0
5541,33.0,,ARGENTINA,UNIVERSITARY,,,4.4,5311.9,16.5,86.0
5542,38.0,FEMENINO,ARGENTINA,TERTIARY,,PROGRAMACION,2.8,3284.1,23.4,107.0
5543,28.0,MASCULINO,MEXICO,UNIVERSITARY,COMMERCIAL,MARKETING,4.5,5567.6,7.1,85.0
5544,29.0,FEMENINO,MEXICO,,DEVELOPMENT,PROGRAMACION,,4673.5,8.9,96.0
5545,40.0,MASCULINO,MEXICO,,COMMERCIAL,DATA,3.0,3935.7,24.9,91.0
5546,,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.5,4657.4,13.5,96.0
5547,,MASCULINO,BRAZIL,TERTIARY,ENGINEERING,DATA,3.4,4551.9,,84.0
5548,33.0,FEMENINO,,UNIVERSITARY,ENGINEERING,EJECUTIVO,2.7,2957.4,14.7,96.0
5549,,FEMENINO,MEXICO,UNIVERSITARY,ENGINEERING,DATA,3.5,4647.3,24.6,99.0
5550,31.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,MARKETING,3.8,4716.1,10.2,85.0
5551,32.0,FEMENINO,ARGENTINA,,,DATA,3.4,4601.0,14.7,96.0
5552,24.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.2,4385.9,3.0,84.0
5553,24.0,FEMENINO,,,ENGINEERING,,2.7,2904.5,3.4,94.0
5554,39.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,EJECUTIVO,3.8,4562.8,24.6,97.0
5555,32.0,MASCULINO,BRAZIL,UNIVERSITARY,DEVELOPMENT,,,4614.0,12.3,87.0
5556,36.0,FEMENINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.8,4716.3,,97.0
5557,,,ARGENTINA,,,MARKETING,3.4,4548.1,13.9,95.0
5558,38.0,,MEXICO,TERTIARY,DEVELOPMENT,PROGRAMACION,3.6,4591.7,22.2,93.0
5559,,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,,,4397.4,,89.0
5560,25.0,FEMENINO,MEXICO,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.7,4610.6,2.4,94.0
5561,,MASCULINO,MEXICO,UNIVERSITARY,COMMERCIAL,DATA,,4529.0,,83.0
5562,25.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.0,3882.7,4.3,86.0
5563,,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,,4586.8,15.6,87.0
5564,40.0,MASCULINO,,UNIVERSITARY,ENGINEERING,DATA,,4715.0,23.6,90.0
5565,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.4,,17.9,89.0
5566,22.0,MASCULINO,ARGENTINA,,COMMERCIAL,,4.1,,0.5,87.0
5567,34.0,FEMENINO,,,ENGINEERING,MARKETING,3.8,4618.5,15.7,96.0
5568,45.0,,ARGENTINA,POST_GRADUATE,DEVELOPMENT,PROGRAMACION,3.5,,29.9,93.0
5569,46.0,FEMENINO,BRAZIL,UNIVERSITARY,ENGINEERING,MARKETING,3.3,4424.7,30.2,103.0
5570,30.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.6,4635.7,9.2,93.0
5571,,MASCULINO,,UNIVERSITARY,ENGINEERING,PROGRAMACION,4.3,5195.6,26.9,90.0
5572,38.0,FEMENINO,ARGENTINA,TERTIARY,DEVELOPMENT,PROGRAMACION,3.4,4634.7,22.1,103.0
5573,40.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,DATA,3.6,4677.9,24.9,88.0
5574,28.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.4,4552.6,7.2,84.0
5575,22.0,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.6,4567.3,1.3,86.0
5576,,MASCULINO,ARGENTINA,TERTIARY,,EJECUTIVO,,4578.0,21.3,94.0
5577,41.0,,MEXICO,UNIVERSITARY,COMMERCIAL,DATA,3.5,4665.4,24.3,89.0
5578,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,,2.7,2821.1,18.2,90.0
5579,38.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,EJECUTIVO,3.3,,21.6,90.0
5580,,FEMENINO,ARGENTINA,TERTIARY,BUSINESS,EJECUTIVO,4.0,4660.6,,99.0
5581,36.0,,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.5,4503.4,19.7,86.0
5582,31.0,FEMENINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,,4744.4,,96.0
5583,26.0,,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.5,4543.9,5.3,84.0
5584,31.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,,,12.5,83.0
5585,32.0,FEMENINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.4,4510.9,12.7,98.0
5586,35.0,,MEXICO,UNIVERSITARY,DEVELOPMENT,DATA,4.1,4849.4,18.3,97.0
5587,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.2,,14.2,87.0
5588,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,2.7,2988.0,18.1,92.0
5589,33.0,FEMENINO,ARGENTINA,TERTIARY,BUSINESS,EJECUTIVO,,2895.8,15.7,104.0
5590,,MASCULINO,,UNIVERSITARY,ENGINEERING,PROGRAMACION,4.2,5029.1,14.2,86.0
5591,31.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.2,4222.6,12.4,84.0
5592,,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,DATA,2.9,3573.5,16.2,90.0
5593,31.0,FEMENINO,MEXICO,TERTIARY,,,3.7,4685.0,10.6,96.0
5594,,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,,4678.5,25.5,90.0
5595,34.0,,,UNIVERSITARY,COMMERCIAL,,3.5,4644.7,16.6,97.0
5596,36.0,MASCULINO,BRAZIL,UNIVERSITARY,,PROGRAMACION,3.8,4671.8,19.4,90.0
5597,35.0,MASCULINO,ARGENTINA,POST_GRADUATE,BUSINESS,DATA,,4083.6,18.5,91.0
5598,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,4.3,5096.0,19.4,87.0
5599,35.0,MASCULINO,,UNIVERSITARY,,DATA,,4323.2,17.8,86.0
5600,36.0,MASCULINO,,UNIVERSITARY,DEVELOPMENT,DATA,3.2,4275.0,19.3,89.0
5601,38.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.2,4320.4,21.5,92.0
5602,,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.4,4620.1,,87.0
5603,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,,2.8,3212.3,,87.0
5604,33.0,,ARGENTINA,,ENGINEERING,PROGRAMACION,3.0,3848.4,16.0,97.0
5605,31.0,MASCULINO,ARGENTINA,POST_GRADUATE,DEVELOPMENT,DATA,3.8,4675.5,10.9,86.0
5606,23.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,,,4593.0,1.6,85.0
5607,39.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,3.1,4101.4,24.8,92.0
5608,,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.5,,9.8,93.0
5609,31.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.0,3905.8,11.6,83.0
5610,43.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.7,4652.0,28.7,91.0
5611,44.0,FEMENINO,BRAZIL,UNIVERSITARY,COMMERCIAL,DATA,,6037.2,29.2,103.0
5612,38.0,MASCULINO,BRAZIL,,COMMERCIAL,PROGRAMACION,3.6,4708.6,22.7,93.0
5613,37.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,4.2,4879.8,20.5,89.0
5614,,FEMENINO,,UNIVERSITARY,ENGINEERING,DATA,4.3,,,97.0
5615,31.0,,BRAZIL,,ENGINEERING,DATA,3.6,,11.0,97.0
5616,36.0,MASCULINO,MEXICO,UNIVERSITARY,,DATA,4.1,4716.3,19.3,88.0
5617,29.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.4,,8.5,83.0
5618,40.0,MASCULINO,MEXICO,POST_GRADUATE,ENGINEERING,DATA,3.6,4658.8,,92.0
5619,,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,DATA,3.1,4126.7,,82.0
5620,34.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,EJECUTIVO,3.6,4628.1,17.2,87.0
5621,30.0,MASCULINO,,,ENGINEERING,MARKETING,3.3,4433.7,10.5,82.0
5622,33.0,MASCULINO,BRAZIL,TERTIARY,COMMERCIAL,EJECUTIVO,3.1,4177.1,13.4,87.0
5623,36.0,,,,COMMERCIAL,DATA,3.6,4712.2,19.5,99.0
5624,46.0,MASCULINO,MEXICO,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.6,,28.9,92.0
5625,40.0,FEMENINO,MEXICO,,,PROGRAMACION,3.5,4580.4,25.8,103.0
5626,40.0,MASCULINO,ARGENTINA,TERTIARY,DEVELOPMENT,DATA,3.3,4463.3,26.5,92.0
5627,38.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,,3.2,4311.6,,93.0
5628,39.0,FEMENINO,MEXICO,,ENGINEERING,EJECUTIVO,3.6,,24.7,97.0
5629,31.0,MASCULINO,,,COMMERCIAL,PROGRAMACION,3.7,4646.9,,88.0
5630,34.0,FEMENINO,BRAZIL,POST_GRADUATE,COMMERCIAL,DATA,4.0,4624.8,16.9,93.0
5631,29.0,,,TERTIARY,COMMERCIAL,DATA,3.0,3812.6,7.7,90.0
5632,34.0,MASCULINO,,UNIVERSITARY,BUSINESS,,3.2,4345.6,16.6,89.0
5633,24.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4241.0,1.2,83.0
5634,28.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,,,3303.8,7.6,95.0
5635,22.0,MASCULINO,ARGENTINA,,,,4.0,,0.7,84.0
5636,33.0,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,DATA,3.0,3926.0,14.9,88.0
5637,31.0,MASCULINO,ARGENTINA,,ENGINEERING,PROGRAMACION,3.8,4636.5,12.4,85.0
5638,29.0,MASCULINO,ARGENTINA,,COMMERCIAL,DATA,,4108.8,8.5,89.0
5639,38.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,PROGRAMACION,3.9,,23.6,88.0
5640,39.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.0,3940.2,,91.0
5641,39.0,MASCULINO,ARGENTINA,TERTIARY,,DATA,4.1,4874.3,23.4,91.0
5642,31.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,,2.8,3291.7,11.0,84.0
5643,,MASCULINO,MEXICO,TERTIARY,,MARKETING,2.6,2453.8,20.2,94.0
5644,35.0,MASCULINO,ARGENTINA,TERTIARY,DEVELOPMENT,DATA,3.3,4443.6,,92.0
5645,42.0,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,,4027.3,,93.0
5646,25.0,FEMENINO,ARGENTINA,TERTIARY,COMMERCIAL,DATA,3.4,4457.0,3.9,96.0
5647,30.0,FEMENINO,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,3.2,4361.4,,93.0
5648,39.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,DATA,3.9,,,91.0
5649,40.0,MASCULINO,BRAZIL,UNIVERSITARY,BUSINESS,DATA,3.2,4295.8,24.4,91.0
5650,32.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.3,,13.6,95.0
5651,,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.9,4769.2,8.1,95.0
5652,31.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,DATA,3.4,4572.6,12.7,82.0
5653,35.0,FEMENINO,,UNIVERSITARY,ENGINEERING,DATA,3.4,4560.3,17.1,96.0
5654,45.0,FEMENINO,ARGENTINA,TERTIARY,COMMERCIAL,DATA,3.5,4647.7,28.5,104.0
5655,41.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.2,4255.5,,91.0
5656,31.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.6,4649.6,12.5,83.0
5657,34.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.7,4684.3,16.1,84.0
5658,28.0,FEMENINO,MEXICO,,ENGINEERING,DATA,,3550.2,7.1,93.0
5659,42.0,MASCULINO,BRAZIL,POST_GRADUATE,COMMERCIAL,PROGRAMACION,,4590.8,28.7,88.0
5660,37.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,EJECUTIVO,3.2,4228.8,20.6,89.0
5661,41.0,MASCULINO,BRAZIL,POST_GRADUATE,ENGINEERING,DATA,,,26.5,87.0
5662,38.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,EJECUTIVO,3.8,4668.0,22.3,88.0
5663,34.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.3,4518.0,16.5,87.0
5664,32.0,MASCULINO,ARGENTINA,UNIVERSITARY,,DATA,3.4,4481.2,,85.0
5665,35.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.4,4609.0,,96.0
5666,40.0,MASCULINO,ARGENTINA,,,EJECUTIVO,,4483.9,,89.0
5667,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,EJECUTIVO,,4254.3,13.5,87.0
5668,33.0,MASCULINO,BRAZIL,UNIVERSITARY,DEVELOPMENT,,2.9,3581.4,14.2,87.0
5669,39.0,FEMENINO,BRAZIL,TERTIARY,ENGINEERING,,4.1,4839.5,23.3,101.0
5670,35.0,MASCULINO,MEXICO,TERTIARY,COMMERCIAL,,3.8,4614.1,18.2,88.0
5671,29.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,3.0,3896.9,8.6,87.0
5672,38.0,MASCULINO,,POST_GRADUATE,ENGINEERING,EJECUTIVO,3.5,4637.5,21.6,89.0
5673,39.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,PROGRAMACION,,,,89.0
5674,31.0,MASCULINO,ARGENTINA,TERTIARY,,DATA,3.1,,10.8,89.0
5675,32.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,2.8,,,94.0
5676,29.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.2,4204.7,7.9,95.0
5677,31.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,DATA,4.1,4707.2,11.7,83.0
5678,38.0,MASCULINO,,TERTIARY,ENGINEERING,DATA,3.5,4524.6,22.5,90.0
5679,38.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,2.9,3495.0,21.7,91.0
5680,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,MARKETING,3.5,4558.0,15.3,88.0
5681,37.0,FEMENINO,BRAZIL,TERTIARY,COMMERCIAL,PROGRAMACION,3.8,4727.1,21.2,99.0
5682,38.0,FEMENINO,,,COMMERCIAL,PROGRAMACION,,,21.1,101.0
5683,26.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.1,,4.8,84.0
5684,44.0,MASCULINO,,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,2.9,,28.4,97.0
5685,,FEMENINO,ARGENTINA,UNIVERSITARY,,DATA,,4749.3,18.1,94.0
5686,34.0,FEMENINO,MEXICO,TERTIARY,ENGINEERING,DATA,3.3,4443.8,16.7,98.0
5687,,MASCULINO,ARGENTINA,,DEVELOPMENT,DATA,3.9,4703.3,5.4,83.0
5688,32.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.1,4074.9,12.7,96.0
5689,,,BRAZIL,TERTIARY,COMMERCIAL,DATA,3.7,4635.6,13.8,90.0
5690,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4446.7,18.6,88.0
5691,35.0,FEMENINO,ARGENTINA,,DEVELOPMENT,DATA,,3789.6,,98.0
5692,32.0,MASCULINO,ARGENTINA,UNIVERSITARY,MARKETING,DATA,3.8,,13.5,91.0
5693,,FEMENINO,ARGENTINA,TERTIARY,DEVELOPMENT,,3.6,,10.1,99.0
5694,38.0,MASCULINO,,UNIVERSITARY,ENGINEERING,,3.0,,,89.0
5695,33.0,MASCULINO,,UNIVERSITARY,ENGINEERING,,3.6,4665.5,14.7,82.0
